,"Tesla,_Inc.views",Ford_Motor_Companyviews,General_Motorsviews,CarMaxviews,TSLA_RSI,F_RSI,GM_RSI,KMX_RSI,F,GM,KMX,TSLA,F_bollinger_band_mid_band,F_bollinger_std,F_bollinger_upper_band,F_bollinger_lower_band,F_bollinger_band_lower_band,F_bollinger_band_upper_band,F_bollinger_long,GM_bollinger_band_mid_band,GM_bollinger_std,GM_bollinger_upper_band,GM_bollinger_lower_band,GM_bollinger_band_lower_band,GM_bollinger_band_upper_band,GM_bollinger_long,KMX_bollinger_band_mid_band,KMX_bollinger_std,KMX_bollinger_upper_band,KMX_bollinger_lower_band,KMX_bollinger_band_lower_band,KMX_bollinger_band_upper_band,KMX_bollinger_long,TSLA_bollinger_band_mid_band,TSLA_bollinger_std,TSLA_bollinger_upper_band,TSLA_bollinger_lower_band,TSLA_bollinger_band_lower_band,TSLA_bollinger_band_upper_band,TSLA_bollinger_long
2019-11-04,8434.0,5497.0,4765.0,268.0,73.92768086788774,55.39109948013633,61.05678602004359,63.35640226424783,8.849498748779297,37.52474594116211,95.41999816894531,63.49399948120117,8.626813077926636,0.24346303350717974,9.113739144940995,8.139887010912277,0.0,0.0,0.0,35.516548538208006,1.216349038446571,37.949246615101146,33.08385046131487,0.0,0.0,0.0,92.74049949645996,3.18939078888783,99.11928107423562,86.3617179186843,0.0,0.0,0.0,55.6693998336792,6.577508443703302,68.82441672108581,42.5143829462726,0.0,0.0,0.0
2019-11-05,8118.0,5125.0,5010.0,344.0,73.70479940292633,55.91781595244692,59.72001744934966,63.54972577299956,8.86916446685791,37.368350982666016,95.48999786376953,63.444000244140625,8.657190990447997,0.23318306764111937,9.123557125730237,8.190824855165758,0.0,0.0,0.0,35.72914638519287,1.1442089541572567,38.017564293507384,33.440728476878355,0.0,0.0,0.0,93.25999946594239,2.685800277818206,98.6316000215788,87.88839891030597,0.0,0.0,0.0,56.44109992980957,6.536844114078553,69.51478815796668,43.36741170165246,0.0,0.0,0.0
2019-11-06,8122.0,4949.0,4362.0,297.0,76.55481986242039,52.575197765876524,60.81707007200562,57.823844641322985,8.77083683013916,37.5540657043457,94.2699966430664,65.31600189208984,8.681685066223144,0.21673114752225436,9.115147361267653,8.248222771178636,0.0,0.0,0.0,35.938323211669925,1.0703473358110054,38.07901788329193,33.79762854004792,0.0,0.0,0.0,93.64349937438965,2.1858393185684313,98.01517801152652,89.27182073725278,0.0,0.0,0.0,57.26160011291504,6.571060976045688,70.40372206500642,44.11947816082366,0.0,0.0,0.0
2019-11-07,8115.0,4931.0,4485.0,294.0,78.91117277627991,51.57907413367299,61.23597482783662,57.007713538220514,8.741338729858398,37.62248992919922,94.08999633789062,67.10800170898438,8.701802062988282,0.2013776530014066,9.104557368991095,8.299046756985469,0.0,0.0,0.0,36.12550716400146,1.0172536511499268,38.16001446630131,34.09099986170161,0.0,0.0,0.0,93.97749900817871,1.6204572558283463,97.21841351983541,90.73658449652201,0.0,0.0,0.0,58.169600105285646,6.616345125006486,71.40229035529862,44.936909855272674,0.0,0.0,0.0
2019-11-08,7297.0,4647.0,4836.0,300.0,79.31104533023785,56.061679143289595,62.35057657572446,56.01441091682234,8.888829231262207,37.798431396484375,93.87999725341797,67.4280014038086,8.72155442237854,0.1992631086034505,9.120080639585442,8.323028205171639,0.0,0.0,0.0,36.27701377868652,1.0300452597390088,38.33710429816454,34.21692325920851,0.0,0.0,0.0,94.14499893188477,1.4040332301618927,96.95306539220856,91.33693247156098,0.0,0.0,0.0,59.06210021972656,6.600301792913669,72.2627038055539,45.86149663389922,0.0,0.0,0.0
2019-11-11,7490.0,4932.0,4631.0,332.0,81.2168119567544,57.19958363711462,62.67166375744355,57.088057597152535,8.928160667419434,37.84730529785156,94.16000366210938,69.01799774169922,8.741338539123536,0.19914529075683293,9.139629120637201,8.34304795760987,0.0,0.0,0.0,36.43438510894775,1.016754826546922,38.467894762041595,34.40087545585391,0.0,0.0,0.0,94.35149917602538,1.0174537047816778,96.38640658558874,92.31659176646203,0.0,0.0,0.0,59.94340019226074,6.6982768028826385,73.33995379802602,46.54684658649546,0.0,0.0,0.0
2019-11-12,8602.0,5277.0,4898.0,264.0,82.28660073598869,55.647577956467906,61.210016556037004,61.10464739240791,8.888829231262207,37.72023391723633,95.26000213623047,69.98600006103516,8.747063589096069,0.20177211615321552,9.150607821402499,8.343519356789638,0.0,0.0,0.0,36.5482593536377,1.0273300942488985,38.602919542135496,34.4935991651399,0.0,0.0,0.0,94.49349937438964,0.9279413873205423,96.34938214903073,92.63761659974855,0.0,0.0,0.0,60.86380023956299,6.752786880563521,74.36937400069003,47.35822647843595,0.0,0.0,0.0
2019-11-13,13443.0,6315.0,4832.0,245.0,78.48708254989164,47.6428571818102,48.17866179736254,63.195671662385834,8.662675857543945,36.35179138183594,95.87999725341797,69.22200012207031,8.74148097038269,0.20252126154036482,9.14652349346342,8.336438447301962,0.0,0.0,0.0,36.57465076446533,1.0144430645383475,38.60353689354203,34.545764635388636,0.0,0.0,0.0,94.66549911499024,0.8421238078494085,96.34974673068906,92.98125149929142,0.0,0.0,0.0,61.72740020751953,6.6565759670826505,75.04055214168483,48.41424827335423,0.0,0.0,0.0
2019-11-14,10636.0,8110.0,4281.0,265.0,79.3576966295191,47.00960320248058,45.286274525693784,66.22357671217136,8.643010139465332,35.9705810546875,96.83999633789062,69.87000274658203,8.732980251312256,0.20292792946375274,9.138836110239762,8.32712439238475,0.0,0.0,0.0,36.60446357727051,0.9856641257324943,38.5757918287355,34.63313532580552,0.0,0.0,0.0,94.87099876403809,0.8464156585880799,96.56383008121425,93.17816744686193,0.0,2.0,2.0,62.60120029449463,6.512373535047408,75.62594736458945,49.57645322439981,0.0,0.0,0.0
2019-11-15,7350.0,7722.0,4896.0,256.0,80.11209185587839,52.454184280424755,46.090552173897684,69.48990709535256,8.800334930419922,36.05854797363281,98.0,70.43399810791016,8.723639154434204,0.19474692418236028,9.113133002798925,8.334145306069484,0.0,0.0,0.0,36.6396520614624,0.9506420973141677,38.54093625609074,34.73836786683406,0.0,0.0,0.0,95.05699882507324,1.0848579138967465,97.22671465286673,92.88728299727974,0.0,2.0,2.0,63.55340023040772,6.170119736267577,75.89363970294288,51.213160757872565,0.0,0.0,0.0
2019-11-18,8490.0,10991.0,4746.0,275.0,77.74663496486488,52.454184280424755,44.00079875872173,73.59158094512728,8.800334930419922,35.79463577270508,99.7300033569336,69.99800109863281,8.719706058502197,0.19222215341324692,9.10415036532869,8.335261751675704,0.0,0.0,0.0,36.67337436676026,0.9047602249492394,38.482894816658735,34.86385391686178,0.0,0.0,0.0,95.2424991607666,1.4970640783674212,98.23662731750144,92.24837100403175,0.0,2.0,2.0,64.51830024719239,5.530011588787161,75.57832342476671,53.45827706961806,0.0,0.0,0.0
2019-11-19,8310.0,9359.0,5242.0,316.0,80.46250790036675,50.57099058417945,42.170520209987366,74.48827153499683,8.75117015838623,35.56005096435547,100.1500015258789,71.90399932861328,8.71134819984436,0.1866858143687541,9.08471982858187,8.337976571106852,0.0,0.0,0.0,36.67679576873779,0.9001739199294543,38.4771436085967,34.87644792887888,0.0,0.0,0.0,95.54099922180175,1.8318159835861774,99.2046311889741,91.8773672546294,0.0,2.0,2.0,65.55770015716553,4.781320127576927,75.12034041231938,55.995059902011675,0.0,0.0,0.0
2019-11-20,8871.0,9376.0,4789.0,324.0,73.10276977921782,44.6956172836334,34.986919276642354,70.90763796593697,8.584012985229492,34.48483657836914,99.56999969482422,70.44400024414062,8.687749481201172,0.16990405798791472,9.027557597177001,8.347941365225342,0.0,0.0,0.0,36.61179428100586,1.00840133358841,38.628596948182675,34.59499161382904,2.0,0.0,2.0,95.78799934387207,2.0253418837565804,99.83868311138524,91.73731557635891,0.0,0.0,0.0,66.53310012817383,3.4443940431552815,73.4218882144844,59.644312041863266,0.0,0.0,0.0
2019-11-21,9034.0,7671.0,4772.0,312.0,74.01782955984702,44.047279241331665,31.75633805091657,63.081557352948245,8.564348220825195,33.888587951660156,98.18000030517578,70.96600341796875,8.693157482147218,0.16375570781576196,9.02066889777874,8.365646066515694,0.0,0.0,0.0,36.55559024810791,1.1266172860450658,38.80882482019804,34.30235567601778,2.0,0.0,2.0,95.94099922180176,2.086869413964002,100.11473804972977,91.76726039387376,0.0,0.0,0.0,67.08460025787353,3.2073847409408187,73.49936973975517,60.6698307759919,0.0,0.0,0.0
2019-11-22,25323.0,7460.0,4659.0,273.0,56.68073504619074,50.94444513624863,38.38551831808764,60.003018651042765,8.741338729858398,34.533714294433594,97.58000183105469,66.60800170898438,8.701515340805054,0.16161549410659873,9.024746329018251,8.378284352591857,0.0,0.0,0.0,36.486679267883304,1.2073193029750955,38.90131787383349,34.072040661933116,0.0,0.0,0.0,96.08149948120118,2.0984421680923857,100.27838381738594,91.88461514501641,0.0,0.0,0.0,67.13370037078857,3.1913570293947857,73.51641442957815,60.750986311999,0.0,0.0,0.0
2019-11-25,28821.0,9609.0,5085.0,276.0,58.27469746286265,54.62542539837674,42.7417964892558,60.86012785716128,8.849498748779297,35.00289535522461,97.83000183105469,67.26799774169922,8.720689296722412,0.15481055289956358,9.03031040252154,8.411068190923285,0.0,0.0,0.0,36.446114730834964,1.244170323582045,38.93445537799905,33.95777408367088,0.0,0.0,0.0,96.22399940490723,2.1163968053258873,100.456793015559,91.99120579425546,0.0,0.0,0.0,67.22000026702881,3.169310117368463,73.55862050176573,60.88138003229189,0.0,0.0,0.0
2019-11-26,20299.0,8062.0,5356.0,276.0,53.50723677381374,54.95631709540061,43.63586321037019,63.5830831065579,8.859331130981445,35.10063934326172,98.63999938964844,65.78399658203125,8.738879919052124,0.14819290721445535,9.035265733481035,8.442494104623213,0.0,0.0,0.0,36.333706855773926,1.2597826566998818,38.85327216917369,33.81414154237416,0.0,0.0,0.0,96.3884994506836,2.1720175718045165,100.73253459429263,92.04446430707456,0.0,0.0,0.0,67.34700012207031,3.0502540951261317,73.44750831232258,61.24649193181805,0.0,0.0,0.0
2019-11-27,16896.0,7343.0,4598.0,264.0,54.77978598701109,57.92998128224475,45.73468314665841,61.69977235337878,8.947826385498047,35.32545471191406,98.30999755859375,66.25800323486328,8.766411685943604,0.13159127200185367,9.02959422994731,8.503229141939897,0.0,0.0,0.0,36.24720153808594,1.2669862705565336,38.781174079199005,33.71322899697287,0.0,0.0,0.0,96.56549949645996,2.177414807429654,100.92032911131928,92.21066988160065,0.0,0.0,0.0,67.50980033874512,2.8887599894226006,73.28732031759033,61.732280359899924,0.0,0.0,0.0
2019-11-29,12175.0,6960.0,4930.0,214.0,53.87520174049805,56.155607409403004,44.6449231478889,56.01467432003614,8.908495903015137,35.1886100769043,97.26000213623047,65.98799896240234,8.789518737792969,0.11146909752013599,9.01245693283324,8.566580542752698,0.0,0.0,0.0,36.19050884246826,1.2886243214782165,38.767757485424696,33.61326019951183,0.0,0.0,0.0,96.76999969482422,2.028715793660944,100.82743128214611,92.71256810750234,0.0,0.0,0.0,67.66000022888184,2.713858898836138,73.08771802655411,62.23228243120957,0.0,0.0,0.0
2019-12-02,11733.0,6723.0,9007.0,299.0,56.68793511793489,53.93180527540607,43.6841022053249,53.151537331708,8.859331130981445,35.07131576538086,96.69000244140625,66.9739990234375,8.79541835784912,0.11190648847166312,9.019231334792448,8.571605380905794,0.0,0.0,0.0,36.08836421966553,1.2925128996189095,38.67339001890335,33.50333842042771,0.0,0.0,0.0,96.86149978637695,1.9786881004757493,100.81887598732845,92.90412358542545,0.0,0.0,0.0,67.87560024261475,2.454817860896798,72.78523596440834,62.96596452082115,0.0,0.0,0.0
2019-12-03,11327.0,6315.0,4399.0,283.0,57.44192163852102,48.92439506497583,40.9180328452476,49.78597041960212,8.741338729858398,34.72920227050781,95.98999786376953,67.23999786376953,8.790010356903077,0.11176883311806714,9.013548023139212,8.566472690666942,0.0,0.0,0.0,35.948587036132814,1.2801023366041033,38.50879170934102,33.38838236292461,0.0,0.0,0.0,96.88999977111817,1.9608573458642706,100.81171446284671,92.96828507938963,0.0,0.0,0.0,68.06290016174316,2.2360729654656883,72.53504609267453,63.59075423081178,0.0,0.0,0.0
2019-12-04,11543.0,5847.0,5054.0,299.0,54.98500851072045,51.35631550754813,43.87062721387206,51.75971675831043,8.800334930419922,34.99311447143555,96.41000366210938,66.60600280761719,8.786568880081177,0.11025270435068682,9.007074288782551,8.566063471379803,0.0,0.0,0.0,35.829825210571286,1.2513085484531372,38.332442307477564,33.32720811366501,0.0,0.0,0.0,96.93600006103516,1.9369310978208234,100.80986225667681,93.06213786539351,0.0,0.0,0.0,68.22100028991699,1.9906204305495265,72.20224115101604,64.23975942881793,0.0,0.0,0.0
2019-12-05,11208.0,5727.0,4785.0,283.0,52.93880079027198,50.49325809313704,42.91950665350214,50.093641505138734,8.780669212341309,34.88444519042969,96.08000183105469,66.0739974975586,8.787060499191284,0.11020077189844138,9.007462042988166,8.566658955394402,0.0,0.0,0.0,35.696344184875485,1.1989926254744814,38.09432943582445,33.29835893392652,0.0,0.0,0.0,97.02650032043456,1.8459584913290026,100.71841730309256,93.33458333777656,0.0,0.0,0.0,68.25890007019044,1.938945748596703,72.13679156738384,64.38100857299703,0.0,0.0,0.0
2019-12-06,9682.0,5692.0,5715.0,273.0,56.552173837800325,54.22148540293131,45.576465774079495,56.0492647902066,8.86916446685791,35.111671447753906,97.37000274658203,67.1780014038086,8.79345178604126,0.11111246146820375,9.015676708977667,8.571226863104853,0.0,0.0,0.0,35.570803260803224,1.1152218875683835,37.801247035939994,33.340359485666454,0.0,0.0,0.0,97.19050064086915,1.7121963189470788,100.6148932787633,93.76610800297499,0.0,0.0,0.0,68.26240005493165,1.9368209383218788,72.1360419315754,64.38875817828789,0.0,0.0,0.0
2019-12-09,9845.0,6091.0,4922.0,733.0,58.79866472644794,53.737225123321565,44.040696806787174,52.49313486993952,8.859331130981445,34.9536018371582,96.69000244140625,67.90599822998047,8.791976881027221,0.10996969125837917,9.011916263543979,8.572037498510463,0.0,0.0,0.0,35.428561782836915,0.9906041494464684,37.40977008172985,33.44735348394398,0.0,0.0,0.0,97.33100090026855,1.5320603219060058,100.39512154408057,94.26688025645653,0.0,0.0,0.0,68.28629989624024,1.9289158217269131,72.14413153969406,64.42846825278642,0.0,0.0,0.0
2019-12-10,9437.0,5383.0,4716.0,249.0,63.93504080533615,56.26118421253065,41.49936287056937,53.65727392821277,8.918327331542969,34.68685531616211,96.94000244140625,69.76799774169922,8.791485214233399,0.10934900785497753,9.010183229943355,8.572787198523443,0.0,0.0,0.0,35.27053928375244,0.8222248739677565,36.91498903168795,33.62608953581693,0.0,0.0,0.0,97.47000083923339,1.343761500200295,100.15752383963398,94.7824778388328,0.0,0.0,0.0,68.32379989624023,1.9510527585605546,72.22590541336135,64.42169437911912,0.0,0.0,0.0
2019-12-11,9063.0,5083.0,4382.0,227.0,65.83668696370852,57.90984607305931,43.198888447390694,62.03335557619021,8.957658767700195,34.81528854370117,99.02999877929688,70.54000091552734,8.794926691055299,0.11357534522687149,9.02207738150904,8.567776000601556,0.0,0.0,0.0,35.125292015075686,0.5906880547245421,36.30666812452477,33.9439159056266,0.0,0.0,0.0,97.65850067138672,1.280358913296144,100.219218497979,95.09778284479444,0.0,0.0,0.0,68.35149993896485,1.979617482850694,72.31073490466623,64.39226497326347,0.0,0.0,0.0
2019-12-12,9068.0,5553.0,4792.0,271.0,69.0179808040233,65.3039504686648,52.939048528711666,62.10395726760242,9.16414737701416,35.664920806884766,99.05000305175781,71.93599700927734,8.820000267028808,0.13598524872751044,9.091970764483829,8.548029769573787,0.0,2.0,2.0,35.090948486328124,0.5327507642238277,36.15645001477578,34.02544695788047,0.0,0.0,0.0,97.8170009613037,1.2443095235819193,100.30562000846754,95.32838191413987,0.0,0.0,0.0,68.4871997833252,2.12975637243791,72.74671252820102,64.22768703844937,0.0,0.0,0.0
2019-12-13,8367.0,4499.0,4051.0,296.0,67.76211411804636,60.40621573055489,48.27436619719109,55.59248876658993,9.075652122497559,35.2203483581543,97.87999725341797,71.6780014038086,8.84163236618042,0.14067902646090422,9.122990419102228,8.560274313258612,0.0,0.0,0.0,35.053436851501466,0.49244249332459683,36.03832183815066,34.068551864852274,0.0,0.0,0.0,97.86900100708007,1.2228777109427522,100.31475642896558,95.42324558519456,0.0,0.0,0.0,68.57759971618653,2.227661151376846,73.03292201894021,64.12227741343284,0.0,0.0,0.0
2019-12-16,8182.0,5514.0,4990.0,333.0,76.13885442746232,65.37757503331062,52.84818207850677,56.100886117736806,9.232976913452148,35.6748046875,98.0,76.30000305175781,8.863264465332032,0.16513269041633474,9.1935298461647,8.532999084499362,0.0,2.0,2.0,35.03424968719482,0.4574517086794922,35.94915310455381,34.11934626983584,0.0,0.0,0.0,97.86900100708007,1.2228777109427522,100.31475642896558,95.42324558519456,0.0,0.0,0.0,68.8708999633789,2.798080239341784,74.46706044206248,63.27473948469534,0.0,2.0,2.0
2019-12-17,8035.0,5368.0,4148.0,275.0,73.89302936392257,65.37757503331062,54.72278701112026,59.8165060477377,9.232976913452148,35.87239456176758,98.9000015258789,75.7979965209961,8.884896564483643,0.18374403206853226,9.252384628620709,8.517408500346578,0.0,0.0,0.0,35.03813762664795,0.4645301395226145,35.96719790569318,34.10907734760272,0.0,0.0,0.0,97.82750091552734,1.1693082794207574,100.16611747436885,95.48888435668583,0.0,0.0,0.0,69.16089973449706,3.1936459934210633,75.5481917213392,62.773607747654935,0.0,2.0,2.0
2019-12-18,8031.0,6098.0,5059.0,287.0,77.86044074327026,69.53638134188283,62.706387237294926,58.28179436937884,9.380468368530273,36.8603401184082,98.63999938964844,78.62999725341797,8.916361474990845,0.21143412144448645,9.339229717879817,8.493493232101873,0.0,2.0,2.0,35.10315208435058,0.609722437052776,36.32259695845614,33.88370721024503,0.0,2.0,2.0,97.75200080871582,1.0545763568699216,99.86115352245567,95.64284809497597,0.0,0.0,0.0,69.4971996307373,3.79518656312775,77.0875727569928,61.9068265044818,0.0,2.0,2.0
2019-12-19,7607.0,5230.0,4299.0,272.0,80.33548754025203,62.52648849777992,62.11658262039916,58.93637994804047,9.252642631530762,36.81093978881836,98.79000091552734,80.80799865722656,8.949792957305908,0.20896481495704208,9.367722587219992,8.531863327391823,0.0,0.0,0.0,35.21945724487305,0.7006446101899741,36.620746465253,33.8181680244931,0.0,2.0,2.0,97.71300086975097,0.9966364201119043,99.70627370997478,95.71972802952716,0.0,0.0,0.0,70.0153995513916,4.561466176978912,79.13833190534942,60.892467197433774,0.0,2.0,2.0
2019-12-20,7384.0,3944.0,3668.0,305.0,80.66677391548376,64.59608547589231,61.99104545626989,34.97894768017436,9.321471214294434,36.801063537597656,92.70999908447266,81.11799621582031,8.98764910697937,0.2039833461192317,9.395615799217834,8.579682414740907,0.0,0.0,0.0,35.365081024169925,0.7120501983195695,36.789181420809065,33.940980627530784,0.0,2.0,2.0,97.43950080871582,1.4901128824612628,100.41972657363834,94.4592750437933,2.0,0.0,2.0,70.52299919128419,5.1938392507205355,80.91067769272526,60.13532068984311,0.0,2.0,2.0
2019-12-23,8898.0,4025.0,3875.0,283.0,83.32683487406999,62.472851524081605,56.12567415631764,27.89027221393968,9.282140731811523,36.326847076416016,89.18000030517578,83.84400177001953,9.014689207077026,0.20545303975399418,9.425595286585015,8.603783127569038,0.0,0.0,0.0,35.45473766326904,0.7147451240555064,36.88422791138006,34.02524741515803,0.0,0.0,0.0,97.01950073242188,2.371540676171976,101.76258208476582,92.27641938007793,2.0,0.0,2.0,71.38479919433594,5.892954207737089,83.17070760981012,59.59889077886176,0.0,2.0,2.0
2019-12-24,8251.0,4072.0,3558.0,196.0,84.35257169612979,63.44340808088536,53.94975755871901,27.349190908461267,9.311639785766602,36.13914108276367,88.86000061035156,85.05000305175781,9.037796258926392,0.21178702324779297,9.461370305421978,8.614222212430805,0.0,0.0,0.0,35.511549949645996,0.7220601048925269,36.95567015943105,34.06742973986094,0.0,0.0,0.0,96.57100067138671,2.9802629918589574,102.53152665510463,90.6104746876688,2.0,0.0,2.0,72.27389945983887,6.544547884417977,85.36299522867483,59.18480369100292,0.0,0.0,0.0
2019-12-26,7843.0,4930.0,3763.0,264.0,85.2732425432143,62.286819494679854,52.789700139039205,28.146700390470485,9.291973114013672,36.04034423828125,89.02999877929688,86.18800354003906,9.059428358078003,0.21467456871453142,9.488777495507065,8.630079220648941,0.0,0.0,0.0,35.558535194396974,0.7244841618710761,37.007503518139124,34.109566870654824,0.0,0.0,0.0,96.09050064086914,3.3773684147185072,102.84523747030616,89.33576381143212,2.0,0.0,2.0,73.29409980773926,7.050413616875709,87.39492704149067,59.19327257398784,0.0,0.0,0.0
2019-12-27,8562.0,4523.0,4441.0,313.0,84.74472181229412,57.23093615600303,53.64836856058853,26.965345235353126,9.20347785949707,36.119380950927734,88.4000015258789,86.07599639892578,9.072210931777954,0.21528996522072671,9.502790862219408,8.641631001336501,0.0,0.0,0.0,35.59823150634766,0.7327444525780069,37.063720411503674,34.132742601191644,0.0,0.0,0.0,95.59500083923339,3.7418890512644527,103.0787789417623,88.11122273670449,0.0,0.0,0.0,74.28499946594238,7.393777234390057,89.07255393472249,59.49744499716226,0.0,0.0,0.0
2019-12-30,9529.0,6605.0,4704.0,293.0,71.4012393860352,51.706620363468886,52.11709815692502,25.210825094493927,9.095317840576172,36.000823974609375,87.43000030517578,82.94000244140625,9.081552028656006,0.21183804764163788,9.50522812393928,8.65787593337273,0.0,0.0,0.0,35.63884220123291,0.7313534904600387,37.101549182152986,34.17613522031284,0.0,0.0,0.0,95.10350074768067,4.136464911833197,103.37643057134706,86.83057092401428,0.0,0.0,0.0,75.13259963989258,7.36417799070125,89.86095562129508,60.404243658490074,0.0,0.0,0.0
2019-12-31,7631.0,5691.0,4189.0,263.0,72.48149423257053,53.88557399382155,54.00221485976064,26.48534342067478,9.144481658935547,36.15889358520508,87.66999816894531,83.66600036621094,9.09580955505371,0.20559852036739934,9.507006595788509,8.684612514318912,0.0,0.0,0.0,35.69322109222412,0.7273566613366537,37.14793441489743,34.238507769550814,0.0,0.0,0.0,94.65250053405762,4.435315490349967,103.52313151475755,85.7818695533577,0.0,0.0,0.0,75.96719970703126,7.336700285807527,90.6406002786463,61.2937991354162,0.0,0.0,0.0
2020-01-02,9281.0,6956.0,4165.0,326.0,75.72660526991542,58.701614095712706,61.88110701451152,35.55320228360081,9.26247501373291,36.92949676513672,89.51000213623047,86.052001953125,9.121866369247437,0.1908006589765199,9.503467687200477,8.740265051294397,0.0,0.0,0.0,35.803235816955564,0.740159548969454,37.283554914894474,34.32291671901665,0.0,0.0,0.0,94.32850074768066,4.5671903139506735,103.46288137558201,85.19412011977931,0.0,0.0,0.0,76.90779991149903,7.3647841288565425,91.63736816921211,62.17823165378594,0.0,0.0,0.0
2020-01-03,10530.0,6121.0,4253.0,344.0,78.62739076199767,49.04789071341943,49.47790491640219,30.585113408749976,9.055987358093262,35.88227081298828,87.26000213623047,88.60199737548828,9.134648990631103,0.17612534526043142,9.486899681151966,8.78239830011024,0.0,0.0,0.0,35.847693634033206,0.7152219746280896,37.278137583289386,34.417249684777026,0.0,0.0,0.0,93.87100067138672,4.800055985167874,103.47111264172247,84.27088870105098,0.0,0.0,0.0,78.00759963989258,7.387745550052968,92.78309073999851,63.23210853978664,0.0,0.0,0.0
2020-01-06,8923.0,6083.0,4558.0,312.0,80.32171663259393,47.063296281419966,45.07232461048462,30.161487074911136,9.00682258605957,35.408058166503906,87.05000305175781,90.30799865722656,9.145956659317017,0.15858971335599736,9.463136086029012,8.828777232605022,0.0,0.0,0.0,35.873874282836915,0.6871386223278078,37.24815152749253,34.4995970381813,0.0,0.0,0.0,93.41950073242188,5.001786471694193,103.42307367581027,83.41592778903349,0.0,0.0,0.0,79.21929969787598,7.314446833845851,93.84819336556768,64.59040603018428,0.0,0.0,0.0
2020-01-07,10997.0,5519.0,4470.0,297.0,83.25752791722357,50.91333910150639,39.61206761433923,31.04312637413544,9.095317840576172,34.726375579833984,87.2300033569336,93.81199645996094,9.15726432800293,0.14532293461901385,9.447910197240956,8.866618458764902,0.0,0.0,0.0,35.85460948944092,0.7144894277840952,37.28358834500911,34.42563063387273,0.0,0.0,0.0,92.91250076293946,5.093349236614089,103.09919923616764,82.72580228971128,0.0,0.0,0.0,80.55099945068359,7.430403285679482,95.41180602204255,65.69019287932463,0.0,0.0,0.0
2020-01-08,11391.0,5428.0,4376.0,345.0,86.18214315197737,50.91333910150639,36.1906336144432,30.695369327107386,9.095317840576172,34.232398986816406,87.08000183105469,98.4280014038086,9.169063663482666,0.128461553179638,9.425986769841941,8.91214055712339,0.0,0.0,0.0,35.81854934692383,0.7777549727014845,37.3740592923268,34.263039401520864,2.0,0.0,2.0,92.43200073242187,5.170935178319705,102.77387108906127,82.09013037578246,0.0,0.0,0.0,82.077099609375,7.820749983696157,97.7185995767673,66.43559964198269,0.0,2.0,2.0
2020-01-09,14285.0,5697.0,4533.0,307.0,79.20947207217435,51.369135524080264,40.91699014267615,33.477445095473016,9.105151176452637,34.65721893310547,87.5999984741211,96.26799774169922,9.17840485572815,0.1153977065022547,9.40920026873266,8.94760944272364,0.0,0.0,0.0,35.817067527770995,0.7800494649873387,37.37716645774567,34.256968597796316,0.0,0.0,0.0,91.96500053405762,5.164133516048202,102.29326756615403,81.63673350196122,0.0,0.0,0.0,83.402099609375,7.87024234514638,99.14258429966776,67.66161491908224,0.0,0.0,0.0
2020-01-10,10877.0,5302.0,5377.0,262.0,77.22211998078123,50.860539375918755,37.8942549460159,40.80954190273526,9.095317840576172,34.232398986816406,89.08999633789062,95.62999725341797,9.185287809371948,0.10519232970426405,9.395672468780475,8.97490314996342,0.0,0.0,0.0,35.78792304992676,0.8288130837689259,37.44554921746461,34.13029688238891,0.0,0.0,0.0,91.4680004119873,4.920999529170677,101.30999947032866,81.62600135364595,0.0,0.0,0.0,84.65659942626954,7.710164443008826,100.0769283122872,69.23627054025188,0.0,0.0,0.0
2020-01-13,10731.0,5963.0,5037.0,313.0,83.67927074210232,50.323964492131935,41.46795640587379,48.73274278893933,9.085484504699707,34.55842208862305,91.02999877929688,104.97200012207031,9.181354665756226,0.10747031112989841,9.396295288016022,8.96641404349643,0.0,0.0,0.0,35.73259811401367,0.8731979193287848,37.47899395267124,33.9862022753561,0.0,0.0,0.0,91.06700019836425,4.586005881340491,100.23901196104524,81.89498843568327,0.0,0.0,0.0,86.30839958190919,8.353439201981567,103.01527798587232,69.60152117794605,0.0,2.0,2.0
2020-01-14,12069.0,5758.0,5141.0,291.0,84.96281799131891,52.994136584531965,43.27870426683432,51.97985978501563,9.134649276733398,34.726375579833984,91.94000244140625,107.58399963378906,9.184304523468018,0.10520201624414044,9.3947085559563,8.973900490979737,0.0,0.0,0.0,35.707899475097655,0.8951595282908842,37.49821853167942,33.91758041851589,0.0,0.0,0.0,90.77000045776367,4.305312361404298,99.38062518057227,82.15937573495508,0.0,0.0,0.0,88.1036994934082,8.885113377223076,105.87392624785436,70.33347273896204,0.0,2.0,2.0
2020-01-15,10755.0,6144.0,4709.0,380.0,75.45945967074167,47.49549730739694,43.27870426683431,55.14052869378916,9.036320686340332,34.726375579833984,92.87999725341797,103.69999694824219,9.174471712112426,0.10951528399364881,9.393502280099725,8.955441144125128,0.0,0.0,0.0,35.660478019714354,0.9217323234027521,37.50394266651986,33.817013372908846,0.0,0.0,0.0,90.51400032043458,3.993725656356987,98.50145163314855,82.5265490077206,0.0,0.0,0.0,89.47369918823242,9.079586172266717,107.63287153276585,71.31452684369899,0.0,0.0,0.0
